목록키,기관구분,기관명,목록명,목록설명,조회수,분류체계,키워드
15095755,교육청,경상북도교육청 경상북도교육청정보센터,경상북도교육청 경상북도교육청정보센터_CCTV설치 정보 개방,"경상북도교육청정보센터 내 CCTV 현황에 대한 데이터입니다.<br/>설치 대수, 설치 위치 및 촬영범위 등을 제공합니다.",705,공공질서및안전 - 안전관리,"공공질서,안전,씨씨티비"
