목록키,기관구분,기관명,목록명,목록설명,조회수,분류체계,키워드
15060554,소속단체,사립학교교직원연금공단,사립학교교직원연금공단_온실가스 감축실적,"사립학교교직원연금공단 온실가스 감축실적 데이터로 연도, 기준배출량(tCO2eq), 배출량실적(tCO2eq), 실적감축률 등의 항목을 제공합니다. 기준배출량(tCO2eq), 배출량실적(tCO2eq), 실적감축률 항목의 소숫점 이하 자릿수는 반올림하여 제공합니다.",2022,환경 - 대기,"배출량,온실가스,감축실적"
15062414,소속단체,사립학교교직원연금공단,사립학교교직원연금공단_온실가스 배출량,"사립학교교직원연금공단 소유 회관 전체의 온실가스 배출량 데이터로 총 온실가스 배출(tCO2eq), 직접배출(tCO2eq), 간접배출(tCO2eq) 등의 항목을 제공합니다. 총 온실가스 배출(tCO2eq), 직접배출(tCO2eq), 간접배출(tCO2eq) 항목의  소숫점 이하 자릿수는 반올림하여 제공합니다.",2066,환경 - 대기,"온실가스,직접배출,간접배출"
