목록키,기관구분,기관명,목록명,목록설명,조회수,분류체계,키워드
15108321,교육청,세종특별자치시교육청,세종특별자치시교육청_평생교육학습관_평생교육시설정보,"세종특별자치시, 평생교육학습관, 평생교육시설정보에 관한 데이터로 시설구분명, 시설명, 시도교육청코드, 시도교육청명, 소재지도로명주소, 학력인정여부 등의 정보를 제공합니다.",2590,교육 - 평생·직업교육,"평생교육시설정보,평생교육시설현황,학력인정여부"
15000762,교육청,세종특별자치시교육청,세종특별자치시교육청 관내 학원 및 교습소 정보,관내 학원 및 교습소 정보,4708,교육 - 평생·직업교육,세종특별자치시교육청@학원@교습소
15028926,교육청,울산광역시교육청,울산광역시교육청_학원 및 교습소 현황,"울산광역시교육청 소관 학원 및 교습소 정보(학원및교습소명,학원및교습소의주소,학원및학원전화번호,학원및교습소교육과정,학원및교습소비용 등)",4627,교육 - 평생·직업교육,"평생교육,학습,직업교육"
15108529,교육청,인천광역시교육청,인천광역시교육청_평생교육시설정보,"「평생교육법」에 따라 교육청이 관리하는 대상 평생교육시설에 대한 정보를 제공합니다.<br/>학력인정 평생교육시설과 학력미인정 평생교육시설에 대한 정보 제공, 기관명, 위치, 평생교육시설 지정기간 등 제공<br/>",69,교육 - 평생·직업교육,"평생교육,평생시설,학력인정"
15053960,교육청,인천광역시교육청,인천광역시교육청 인천광역시동부교육지원청_교습소현황,"2022년 6월 30일자 기준 인천광역시교육청 인천동부교육지원청 관내 교습소현황_20220630<br/>교습소명칭, 교습자성명, 교습소주소, 교습과목 등 교습소 관련 자료",3772,교육 - 평생·직업교육,"동부,평생교육시설,교습소"
3041837,교육청,인천광역시교육청 인천광역시강화교육지원청,인천광역시교육청 인천광역시강화교육지원청_학원및교습소현황,"인천광역시강화교육지원청 관내 학원 및 교습소 현황입니다.(교습과정, 등록일, 전화번호 등)",3407,교육 - 평생·직업교육,"학원및교습소,유아,초"
3070325,교육청,인천광역시교육청 인천광역시교육청계양도서관,인천광역시교육청 인천광역시교육청계양도서관_신착자료정보,인천광역시교육청계양도서관 신착자료정보를 제공하여 누구든지 온라인을 통해 최신자료정보를 확인할 수 있는 편리성 제공,2496,교육 - 평생·직업교육,"도서관 서지정보,신착도서,도서정보"
15104406,교육청,인천광역시교육청 인천광역시교육청부평도서관,인천광역시교육청 인천광역시교육청부평도서관_신착도서 현황,"인천광역시교육청부평도서관의 신착도서(정기구입 및 희망도서, 다문화도서, 큰글자도서, 점자도서 등)의 서지정보 빛 소장정보 목록을 제공하는 데이터입니다.",303,교육 - 평생·직업교육,"정기도서,신착도서,서지정보"
3041452,교육청,인천광역시교육청 인천광역시교육청부평도서관,인천광역시교육청 인천광역시교육청부평도서관_인천광역시교육청부평도서관 신착자료정보,"인천광역시교육청부평도서관의 신착도서(정기구입도서, 희망도서, 다문화도서, 큰글자도서, 점자도서 등)의 서지정보 및 소장정보 제공",2440,교육 - 평생·직업교육,"도서관,신착도서,서지정보"
3041818,교육청,인천광역시교육청 인천광역시교육청서구도서관,인천광역시교육청 인천광역시교육청서구도서관_신착자료정보,인천광역시교육청 서구도서관의 신착 자료 목록을 제공하여 온라인으로 최신 자료 정보를 확인할 수 있는 편리성을 제공합니다.,2411,교육 - 평생·직업교육,"신착도서,최신자료,자료정보"
15002146,교육청,인천광역시교육청 인천광역시교육청연수도서관,인천광역시교육청 인천광역시교육청연수도서관_신착자료 현황,인천광역시교육청연수도서관 자료실에 수시로 입수되는 신간 도서(정기구입 및 희망도서)의 목록에 대한 데이터입니다.,2890,교육 - 평생·직업교육,"신착자료,최신도서,연수구"
3072980,교육청,인천광역시교육청 인천광역시교육청주안도서관,인천광역시교육청 인천광역시교육청주안도서관_신착자료현황,"인천광역시교육청 주안도서관에서는 온라인을 통해 신착자료의 서지정보(저자, 출판정보, 청구기호 등)를 제공합니다.<br/>",2068,교육 - 평생·직업교육,"도서관,신착자료,서지정보"
3041420,교육청,인천광역시교육청 인천광역시교육청중앙도서관,인천광역시교육청 인천광역시교육청중앙도서관_신착자료정보,"인천광역시교육청중앙도서관에  신착 도서정보를 제공합니다. 수시로 정보가 게시되며 자료실 신착도서에 대한 서명, 저자, 출판사 등 기본 서지 정보가 제공됩니다.",2427,교육 - 평생·직업교육,"신착도서,최신,도서정보"
3041577,교육청,인천광역시교육청 인천광역시교육청평생학습관,인천광역시교육청 인천광역시평생학습관_신착자료정보,"인천광역시평생학습관 보유하고 있는 도서(비도서 포함)에 대한 기본 서지 정보에 대한 데이터로 저자, 출판정보, 소장도서관명, 청구기호 등을 제공합니다.",2038,교육 - 평생·직업교육,"신착도서,도서관장서,어린이도서목록"
15061500,교육청,인천광역시교육청 인천광역시동부교육지원청,인천광역시교육청 인천광역시동부교육지원청_평생교육시설 현황,"인천광역시동부교육지원청 관내 평생교육시설현황(시설구분, 시설명칭, 등록일, 등록상태시설전화번호) 제공",2204,교육 - 평생·직업교육,"동부,평생,인천"
15053961,교육청,인천광역시교육청 인천광역시동부교육지원청,인천광역시교육청 인천광역시동부교육지원청_학원현황,"2023년 8월 1일자 기준 인천광역시교육청 인천동부교육지원청 관내 학원현황_20230801<br/>학원명칭, 설립자성명, 학원주소, 교습과목 등 학원 관련 자료",4040,교육 - 평생·직업교육,"학원,평생교육시설,인천"
3041498,교육청,인천광역시교육청 인천광역시북구도서관,인천광역시교육청 인천광역시북구도서관_신착자료정보,"인천북구도서관 신착 도서정보를 제공하여 온라인을 통해 최신 도서정보를 확인할 수 있는 편리성 제공하기 위함. 도서관 신착도서에 대한 서명, 저자, 출판사 등 기본 서지 정보가 제공됩니다.",2363,교육 - 평생·직업교육,"신착도서,최신,도서정보"
15060547,교육청,인천광역시교육청 인천광역시북부교육지원청,인천광역시교육청 인천광역시북부교육지원청_평생교육시설 현황,"인천광역시북부교육지원청 평생교육시설 현황(연번, 시설구분, 시설명칭, 등록일, 설립자명, 주소, 연락처)등을 공개함",2024,교육 - 평생·직업교육,"평생교육시설,인천,부평구"
15061467,교육청,인천광역시교육청 인천광역시서부교육지원청,인천광역시교육청 인천광역시서부교육지원청_평생교육시설현황,"인천광역시교육청 인천광역시서부교육지원청_평생교육시설현황의 공공데이터로서,  인천서부교육지원청 관내 평생교육시설에 관한 등록번호,시설구분, 시설명칭, 시설전화번호,구역,설립자명, 현황을 매월 제공합니다.",2189,교육 - 평생·직업교육,"평생교육,교육시설,인천서부평생"
3041270,교육청,인천광역시교육청 인천광역시화도진도서관,인천광역시교육청 인천광역시화도진도서관_신착자료정보,"도서관이 소장하고 있는 서지정보 및 소장정보 중 매월 신간자료에 대한 데이터를 제공합니다.<br/>해당 자료는 CSV파일 형식으로 제공되며, 등록번호, 서명, 저자, 발행년, 발행자, 청구기호를 포함합니다.",2183,교육 - 평생·직업교육,"서지정보,자료목록,소장정보"
15126454,교육청,전라남도교육청,전라남도교육청_학원교습소현황,"전남의 학원 및 교습소의 정원, 교습기간, 총교습시간(분), 교습비세부내역, 기타경비 세부내역 공개 등의 항목을 제공합니다.",479,교육 - 평생·직업교육,"학원,교습소,교습비"
15086429,교육청,제주특별자치도교육청,제주특별자치도교육청_비영리공익법인현황,"제주특별자치도교육청의 비영리(공익)법인 현황(법인명, 소재지, 구분, 설립목적, 설립허가일)<br/>- 구분 : 재단법인,사단법인,비영리법인 등<br/>- 설립목적 :  장학,학술,기타 등",1155,교육 - 평생·직업교육,"비영리법인,공익법인,평생교육"
15100874,교육청,제주특별자치도교육청,제주특별자치도교육청_홈페이지 구인정보,"교육청 홈페이지 뉴스소식 - 채용시험정보- 구인정보 내 게시판 중 기관 및 부서에서 올리는 구인정보(기간, 위치, 공고문 포함)",2050,교육 - 평생·직업교육,"교육청,구인,구직"
15015298,교육청,충청남도교육청,충청남도교육청_학원 및 교습소 현황,"각 지자체별(교육지원청별) 학원 또는 교습소 명칭, 주소, 대표 전화번호, 교습과정, 교습과목, 정원, 교습기간, 총교습시간, 강사수 등의 현황",3977,교육 - 평생·직업교육,"학원,교습소,학원 및 교습소"
3038589,교육청,충청남도교육청,충청남도교육청_충남특수교육,"특수교육보조인력 연수자료, 특수교육 가이드북, 특수교육활동 프로그램, 장애이해교육도서목록, 특수교육 교육과정 편성운영지침",3279,교육 - 평생·직업교육,특수교육@특수@충남교육청
3074550,교육청,충청남도교육청 충청남도평생교육원,충청남도교육청 충청남도평생교육원_추천도서,충청남도평생교육원 추천도서,2015,교육 - 평생·직업교육,평생교육@추천도서
15126367,교육청,충청북도교육청,충청북도교육청_학원및교습소현황,"충청북도 내의 각 행정구역별 학원 및 교습소 현황(등록번호,학원(교습소)명, 학원종류, 분야구분, 학원주소, 등록일, 등록상태, 설립자명, 전화번호, 교습과정, 교습과목, 정원, 교습기간, 총교습시간, 교습비, 피복비, 모의고사비, 재료비, 급식비, 기타경비합계, 강사수) 데이터",98,교육 - 평생·직업교육,"학원,교습소,현황"
15090084,소속단체,국가평생교육진흥원,국가평생교육진흥원_평생학습계좌제 연계 기관 개설 학습과정 현황,"평생학습계좌제와 MOU 체결이나 시스템 방식을 통해 연계 맺은 교육기관에서 운영중인 학습과정 목록을 제공합니다. 구체적으로는 차수, 교육기관명, 대표학습과정, 대분류, 중분류, 연계학력, 과목, 승인여부, 신청일, 신청ID 등의 정보로 구성되어있습니다.",834,교육 - 평생·직업교육,"평생학습계좌제,학습이력관리시스템,학습과정"
15052853,소속단체,국가평생교육진흥원,국가평생교육진흥원_평생학습계좌제 교육기관 현황,"2022년 평생학습계좌제 평가인정에 합격한 교육과정을 운영하는 교육기관 목록(기관 소재지, 교육기관명 등)이며 평가인정 유효기간이 만료된 기관까지 모두 포함",3209,교육 - 평생·직업교육,"평생학습계좌제 교육기관,평생학습계좌제 정보시스템,학습플랫폼운영실"
15090787,소속단체,국가평생교육진흥원,국가평생교육진흥원_평생학습계좌제 기관단위 개설 강좌 정보 현황,평생학습계좌제 평가인정에서 기관단위로 인정받은 교육기관에서 운영 종료하였거나 현재 운영중인 강좌 전체에 대한 정보를 제공합니다.,859,교육 - 평생·직업교육,"평생학습계좌제,학습이력관리시스템,기관단위 개설강좌"
15090808,소속단체,국가평생교육진흥원,국가평생교육진흥원_평생학습계좌제 자격 정보 현황,"평생학습계좌제에 등록되어있는 자격에 대한 현황을 제공합니다. 자격유형, 자격명과 발급기관, 자격 등록 일시에 대한 정보가 기재되어있습니다.",901,교육 - 평생·직업교육,"평생학습계좌제,학습이력관리시스템,자격증 정보"
15090099,소속단체,국가평생교육진흥원,국가평생교육진흥원_평생학습계좌제 교육기관  소속 지자체 코드 현황,"평생학습계좌제 교육기관의 소속 지자체 코드와 시군구명, 교육기관의 지자체 코드에 대해 작성한 일자 정보를 제공합니다.",966,교육 - 평생·직업교육,"평생학습계좌제,학습이력관리시스템,지역 코드"
15090722,소속단체,국가평생교육진흥원,국가평생교육진흥원_평생학습계좌제 교재 정보 현황,"평생학습계좌제 학습과정 운영 기관에서 등록한 교재 관련 정보로서 교재명, 저자명, 출판사명, 출판년도에 관한 네 가지 정보를 제공합니다.",872,교육 - 평생·직업교육,"평생학습계좌제,학습이력관리시스템,교재"
15090125,소속단체,국가평생교육진흥원,국가평생교육진흥원_평생학습계좌제 교육기관 유형 분류 현황,"평생학습계좌제 교육기관의 분류 유형에 대한 정보를 제공합니다. 분류 유형은 대분류로서, 평생직업교육학원, 사회복지시설 또는 단체, 국방부 관련 기관 등의 21가지 분류를 의미합니다.",2077,교육 - 평생·직업교육,"평생학습계좌제,학습이력관리시스템,교육기관"
15119821,소속단체,국가평생교육진흥원,국가평생교육진흥원_평생학습계좌제_홈페이지 메뉴 정보,"평생학습계좌제 홈페이지(www.all.go.kr)를 구성하고 있는 메뉴 이력에 대한 데이터다. 홈페이지의 등록에 대한 시스템 ID, 메뉴ID, 메뉴명, 메뉴설명, 출력관련, 수정자 ID 정보 등을 포함하고 있다.",29,교육 - 평생·직업교육,"평생교육,평생학습계좌,홈페이지 메뉴"
15049652,소속단체,국가평생교육진흥원,국가평생교육진흥원_평생교육사 신규 자격증 발급 일정,평생교육사 자격증 발급 신청서류를 접수 받는 대학 및 학점은행제 교육훈련기관의 2023년 평생교육사  신규 자격증 발급 일정 안내,2027,교육 - 평생·직업교육,"평생교육사,신규발급,발급일정"
15039861,소속단체,국가평생교육진흥원,국가평생교육진흥원_평생교육사 승급과정 신청현황,"2023년 평생교육사 자격증 1급 승급 과정 연수 참여 희망자 신청결과(지역별, 유형별, 연령별 지원자 현황 결과)",2279,교육 - 평생·직업교육,"평생교육사,승급과정,신청현황"
15039857,소속단체,국가평생교육진흥원,국가평생교육진흥원_평생교육사 홈페이지 내 실습기관 유형별 현황,평생교육사 홈페이지(https://lledu.nile.or.kr/)를 통해 모집 중인 평생교육 현장실습 기관의 유형별 현황 안내,2322,교육 - 평생·직업교육,"평생교육사,평생교육실습,실습기관"
15089783,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보시스템_교육훈련기관 관리_평가인정변경신청,"학점은행제 교육훈련기관 평가인정변경신청에 대한 데이터로 교육훈련기관명, 과목명, 차수, 등록일자 등의 항목을 제공합니다.",775,교육 - 평생·직업교육,"학점은행제,평가인정신청,변경신청"
15089389,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보시스템_자격학점관리_자격증별학습과목,"학점은행제 학점인정 학점원 중 자격학점의 자격증별 학습과목에 대한 데이터로 자격증명, 시험 학습과목 등의 항목을 제공합니다.",805,교육 - 평생·직업교육,"학점은행제,자격,학습과목"
15049651,소속단체,국가평생교육진흥원,국가평생교육진흥원_2022년 평생교육사 자격증 신청기관,2022.01.01.~2022.12.31(발급일 기준) 평생교육사 자격증을 신청한 기관에 관한 정보입니다.,2767,교육 - 평생·직업교육,"평생교육사,신규발급,양성기관"
15049650,소속단체,국가평생교육진흥원,국가평생교육진흥원_평생교육사 자격증 연령별 발급 현황,2022.1.1~2022.12.31(발급일 기준) 평생교육사 자격증 취득에 대한 연령별 발급자수 및 비율에 관한 정보입니다.,2474,교육 - 평생·직업교육,"평생교육사,연령별,신규발급"
15049653,소속단체,국가평생교육진흥원,국가평생교육진흥원_평생교육사 자격 취득 관련과목,"개정 평생교육법에 따른 평생교육사 자격증 취득에 필요한 평생교육실습을 포함한 필수과목 5과목, 선택과목인 평생교육 실천영역 8과목, 평생교육 방법역영의 15과목으로 총 23과목의 관련 과목 안내",2099,교육 - 평생·직업교육,"평생교육사,이수과목,법정과목명"
15090803,소속단체,국가평생교육진흥원,국가평생교육진흥원_평생학습계좌제 자격 변경 이력 정보 현황,"평생학습계좌제에 등록되어있는 자격 정보와 그 중, 변경한 이력이 있는 내용에 대하여 정보를 제공합니다. 자격증명과 변경 일시(수정일시)에 대한 설명이 기재되어있습니다.",697,교육 - 평생·직업교육,"평생학습계좌제,학습이력관리시스템,자격변경"
15052854,소속단체,국가평생교육진흥원,국가평생교육진흥원_평생학습계좌제 평가인정 학습과정 현황,"2022년 평생학습계좌제 평가인정으로부터 합격받은 교육기관의 운영 강좌 목록(시도, 시군구, 기관명, 학습과정명 등)",2997,교육 - 평생·직업교육,"학습플랫폼운영실,평생학습포털,평생학습계좌제"
15089706,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보시스템_평가인정항목_지표관리,학점은행제정보시스템의 평가인정항목의 지표관리에 대한 데이터로 평가인정 차수와 지표제목 등의 항목을 제공합니다.,719,교육 - 평생·직업교육,"학점은행제,평가인정,지표"
15089319,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보시스템_교육훈련기관 관리_기관별 교강사별 학습과목,"학점은행제 교육훈련기관별 교강사별 학습과목에 대한 데이터로 학습과정명, 교강사구분, 구분, 차수 등의 항목을 제공합니다. <br/>정보공개법 제9조제1항제6호에 의거 부분공개",712,교육 - 평생·직업교육,"학점은행제,교육훈련기관 ,교강사"
15089667,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보시스템_코드관리_표준코드,"학점은행제 정보시스템의 표준코드 관리에 대한 데이터로 표준코드 대분류명칭, 표준코드 소분류명칭 등의 항목을 제공합니다.",905,교육 - 평생·직업교육,"학점은행제,표준코드,코드관리"
15089807,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보시스템_평가인정항목_평가인정신청 입력항목 정보,"학점은행제 평가인정을 위한 평가인정신청 입력항목에 대한 데이터로 항목명, 데이터형, 데이터크기 등의 항목을 제공합니다.",766,교육 - 평생·직업교육,"학점은행제,입력항목,관리"
15089428,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보시스템_자격학점관리_자격증기관,"학점은행제 학점인정 자격증 발행기관에 대한 데이터로 자격발급 기관명칭, 행정정보 공동이용 연계여부 등의 항목을 제공합니다.",571,교육 - 평생·직업교육,"학점은행제,자격,발행기관"
15089815,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보시스템_평가인정항목_지표 메뉴 정보,"학점은행제정보시스템 평가인정항목의 지표 메뉴 정보에 대한 데이터로 메뉴, 지표번호, 메뉴명, 메뉴단계 등의 항목을 제공합니다.",817,교육 - 평생·직업교육,"학점은행제,평가인정항목,지표"
15089324,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보시스템_교육훈련기관 관리_기관정보변경관리,"학점은행제 교육훈련기관 기관정보변경에 대한 데이터로 교육훈련기관명, 변경구분, 변경일자 등의 항목을 제공합니다.",1001,교육 - 평생·직업교육,"학점은행제,교육훈련기관,변경이력"
15089353,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보시스템_국가무형문화재_기관,"국가무형문화재 보유기관에 대한 데이터로 보유기관명칭, 보유기관장, 주소, 전화번호, 우편번호 등의 항목을 제공합니다.",843,교육 - 평생·직업교육,"학점은행제,국가무형문화재,문화재기관"
15089363,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보시스템_국가무형문화재_종목,"학점은행제 국가무형문화재 종목 관리에 대한 데이터로 국가무형문화재 종목명칭, 국가무형문화재 분야, 정렬순서 등의 항목을 제공합니다.",754,교육 - 평생·직업교육,"학점은행제,국가무형문화재,종목"
15089364,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보시스템_국가무형문화재_분야,"학점은행제 국가무형문화재의 분야에 대한 데이터로 국가무형문화재 분야코드,  국가무형문화재 분야명칭 등의 항목을 제공합니다.",729,교육 - 평생·직업교육,"학점은행제,국가무형문화재,분야"
15089367,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보시스템_국가무형문화재_학점인정기준,"학점은행제 국가무형문화재 학점인정기준에 대한 데이터로 국가무형문화재 전승구분명칭, 인정학점 등의 항목을 제공합니다.",781,교육 - 평생·직업교육,"학점은행제,국가무형문화재,학점인정기준"
15089385,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보시스템_자격학점관리_학습과목,학점은행제 학점인정되는 학점원 중 자격 학점원의 시험과목에 대한 데이터로 자격 학점원의 시험과목 항목을 제공합니다.,877,교육 - 평생·직업교육,"학점은행제,자격학점원,시험과목"
15089443,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보시스템_자격학점관리_중분류,"학점은행제 학점인정 학점원인 자격의 분야등록에 대한 데이터로 자격 분야명, 자격 중분류 명칭 등의 항목을 제공합니다.",684,교육 - 평생·직업교육,"학점은행제,자격,중분류"
15089463,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보시스템_자격학점관리_등급변동,"학점은행제 학점인정 학점원인 자격학점에 대한 데이터로 등급변경 자격증명과 적용일자, 변경사유 등의 항목을 제공합니다. <br/>지금은 사용하지 않는 테이블입니다.",898,교육 - 평생·직업교육,"학점은행제,자격,등급변동"
15089495,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보시스템_자격학점관리_등급,"학점은행제 학점인정 학점원인 자격 학점의 등급에 대한 데이터로 자격증등급명, 학점, 유효시작일, 유효종료일 등의 항목을 제공합니다.",778,교육 - 평생·직업교육,"학점은행제,자격,등급"
15089510,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보시스템_자격학점관리_기준정보,"학점은행제 학점인정 학점원인 자격 학점기준 정보에 대한 데이터로 분야명, 자격증명, 발행기관, 중분류, 직무번호 등의 항목을 제공합니다.",595,교육 - 평생·직업교육,"학점은행제,자격,기준정보"
15089511,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보시스템_자격학점관리_이력,"학점은행제 학점인정 학점원인 자격 학점의 이력에 대한 데이터로 분야명, 자격증명, 직무번호, 중분류  등의 항목을 제공합니다.",826,교육 - 평생·직업교육,"학점은행제,자격,이력"
15089005,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보시스템_국가무형문화재기관 정보,"학점은행제 국가무형문화재기관 정보에 대한 데이터로 교육기관, 문화재기관 맵핑 정보로, 기관명, 문화제기관정보를 제공합니다.",752,교육 - 평생·직업교육,"학점은행제,문화재기관,기관"
15089017,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보시스템_기관 위반사항별 벌점 코드,"교육훈련기관 위반사항 행정처분에 대한 데이터로  행정처분 구분, 벌점 시작 점수, 벌점 종료 점수 등의 항목을 제공합니다.",733,교육 - 평생·직업교육,"학점은행제,기관 위반사항,벌점"
15088706,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보시스템_이수학점기준정보,"학점인정 상한선 및 학위수여요건에 대한 데이터로  년간 이수제한학점, 한기관이수제한학점, 학위수여요건 등의 항목을 제공합니다.",614,교육 - 평생·직업교육,"학점은행제,이수제한학점,학위요건"
15088580,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보시스템_게시물,"학점은행제 게시물 정보 및 간행물 정보를 확인할 수 있는 데이터로 제목, 내용, 발행자, 발행일시 등의 항목을 제공합니다.",879,교육 - 평생·직업교육,"학점은행제,간행물,길라잡이"
15071164,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보시스템_전공별학습과목,"학점은행제 표준교육과정 전공별 학습과목에 대한 데이터로 전공명, 과목명, 학습구분, 유효시작일, 유효종료일 등의 항목을 제공합니다.",1901,교육 - 평생·직업교육,"학점은행제,전공,학습과목"
15071193,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보시스템_학습과목변경이력,"「학점인정법」에 따른 평가인정학습과목  변경이력에 대한 데이터로 과목명칭, 변경일시, 작업구분 등의 항목을 제공합니다.",1666,교육 - 평생·직업교육,"학점은행제,학습과목,변경이력"
15050106,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보시스템_기관별 학습과정 정보,"학점은행제 교육훈련기관별 학습과목 정보에 대한 데이터로 기관명, 학습과정명, 이수기간, 주당수업시간, 학점, 급당정원, 학급수, 총정원, 유효시작일, 유효종료일 등의 항목을 제공합니다. <br/>* 2021.11.10 기준 유효한 학습과목",2012,교육 - 평생·직업교육,"평가인정,교육훈련기관,학점은행제"
15089553,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보시스템_자격학점관리_분야,"학점은행제 학점인정 학점원인 자격 학점원의 분야에 대한 데이터로 자격 분야코드, 자격 분야명 등의 항목을 제공합니다.",760,교육 - 평생·직업교육,"학점은행제,자격,분야"
15071161,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보시스템_학위종류,"학점은행제 학점인정법에 따른 표준교육과정 학위종류에 대한 데이터로 학사구분, 학위명칭, 영문명칭 등의 항목을 제공합니다.",1739,교육 - 평생·직업교육,"학점은행제,학위,종류"
15069871,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보시스템_독학학위제전공,"국가평생교육진흥원 독학학위제에서 주관하고 있는 독학학위제 과정별 시험에 응시하여 합격한 과목 및 시험면제교육과정을 이수할 경우 학점은행제에 의한 학점으로 인정받을 수 있습니다.<br/>독학학위제 전공에 대한 데이터로 일련번호, 전공이름, 작성일자 등의 항목을 제공합니다.",1775,교육 - 평생·직업교육,"학점은행제,독학학위제,독학학위제 전공"
15069842,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보시스템_독학학위제 면제 기관,"독학학위제 면제 기관 정보에 대한 데이터로  독학학위제 기관코드, 독학학위제 면제기관 명칭 등의 항목을 제공합니다.",2501,교육 - 평생·직업교육,"학점은행제,독학학위제,독학학위제 면제 기관"
15090541,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보공시시스템_연간 학습과정 운영일정 첨부파일,"학점은행제 정보공시 항목 중 연간학습과정운영일정 항목의 첨부파일 목록이며, 공시년도, 공시시기, 공시기관명, 파일명, 생성일시, 수정일시 항목의 정보를 제공합니다.",677,교육 - 평생·직업교육,"학점은행제,정보공시,연간학습과정운영일정 첨부파일"
15069851,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보시스템_독학학위제 전공별 학습과목,"독학학위제 전공별 학습과목 관리에 대한 데이터로 과정, 학습구분, 학점, 전공명칭, 과목명 등의 항목을 제공합니다.",1835,교육 - 평생·직업교육,"학점은행제,독학학위제,전공"
15050105,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보시스템_기관별학습과목변경이력,"학점은행제 기관별 학습과목 변경이력 정보에 대한 데이터로 변경일자, 기관명, 과목명, 변경일자 등의 항목을 제공합니다.<br/>(현재 사용하지 않는 테이블)",1852,교육 - 평생·직업교육,"학습과목,변경,학점은행제"
15052851,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보시스템_기관별 학습과목정보,"2022년 7월 12일 기준 기관별 학점은행제 평가인정 학습과정에 대한 데이터로 기관명,기관유형,지역,과목명,유효시작일,유효종료일,주소,전화번호 등의 항목을 제공합니다.",2717,교육 - 평생·직업교육,"학점은행제,평가인정,학습과정"
15089707,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보공시시스템_공시파일상세목록,"학점은행제 정보공시 관련 파일 상세 목록이며, 공시연도, 공시시기, 공시기관명, 파일명, 생성일시, 수정일시 항목의 정보를 제공합니다.",933,교육 - 평생·직업교육,"학점은행제,정보공시,공시파일상세목록"
15089710,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보공시시스템_공시파일기본정보,"학점은행제 정보공시 관련 파일 기본정보 목록이며, 공시연도, 공시시기,공시기관명, 공시항목명, 생성일시, 수정일시 항목의 정보를 제공합니다.",736,교육 - 평생·직업교육,"학점은행제,정보공시,파일기본정보"
15088892,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보공시시스템_공시항목 검증 결과,"학점은행제 정보공시 자료의 검증결과 정보이며 공시년도, 공시시기,  공시항목명, 검증결과구분명, 검증지표값1, 검증지표값2, 검증지표값3, 검증지표값4, 생성일시, 수정일시 항목의 정보를 제공합니다.",702,교육 - 평생·직업교육,"학점은행제,정보공시,검증결과"
15088031,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보공시시스템_제출자료 작성자 마감정보,"학점은행제 운영 교육훈련기관의 정보공시 제출자료의 마감정보이며 공시년도, 공시시기, 공시항목명, 저장횟수, 작성자마감여부, 작성자마감일시, 수정일시 항목의 정보를 제공합니다.",593,교육 - 평생·직업교육,"학점은행제,정보공시,제출자료마감정보"
15088036,소속단체,국가평생교육진흥원,국가평생교육진흥원_학점은행제정보공시시스템_정보공시 사용자 정보,"학점은행제 정보공시 관리시스템의 담당자 정보이며 권한구분, 부서명칭, 실명칭, 신청구분, 신청일시, 사용여부, 생성일시, 수정일시 항목의 정보를 제공합니다.",664,교육 - 평생·직업교육,"학점은행제,정보공시,담당자"
