목록키,기관구분,기관명,목록명,목록설명,조회수,분류체계,키워드
15057812,소속단체,한국학중앙연구원,한국학중앙연구원_고문헌자료 문헌정보서비스,"전국 6개 권역에서 수집한 고문헌관련 자료를 표준화된 구조에 맞춰서 DB로 축적하고 한국학자료포털을 통해서 다양한 방식으로 검색하며 문헌정보, 원문이미지, 원문텍스트 등을 서비스함.",2309,문화체육관광 - 문화체육관광일반,고서@고문서@문헌연표
15059485,소속단체,한국학중앙연구원,한국학중앙연구원_고지도 고지명서비스,"전국 6개 권역에서 수집한 고문헌관련 자료를 표준화된 구조에 맞춰서 DB로 축적하고 한국학자료포털을 통해서 다양한 방식으로 검색하며 문헌정보, 원문이미지, 원문텍스트 등을 서비스함.",2794,문화체육관광 - 문화체육관광일반,고서@고문서@문헌연표
