목록키,기관구분,기관명,목록명,목록설명,조회수,분류체계,키워드
15106855,대학교,부경대학교,부경대학교_폐기물 처리내역,"부경대학교 2021년도 폐기물 처리 내역에 대한 데이터로 예산부서, 지출일자, 업무구분, 건명, 지출액, 회계처리 비목, 산출명세 등을 공개합니다.",517,환경 - 폐기물,"환경,폐기물,비용"
