목록키,기관구분,기관명,목록유형,목록명,목록설명,조회수,분류체계,기관코드,국가중점여부,표준데이터여부,목록 등록일,목록 수정일,목록 URL,다운로드_활용건수,키워드
2368992,소속단체,동북아역사재단,FILE,동북아역사재단_덕흥리 고분벽화 - 그 외 문관들 10,"덕흥리벽화고분(德興里壁畵古墳)은 평안남도(平安南道) 남포시(南浦市) 강서구역(江西區域) 덕흥동(德興洞 : 구 지명은 평안남도 대안시 덕흥리)에 위치한 고구려 초기 벽화무덤이다. 이 벽화무덤은 묘실(墓室 : 무덤방) 안에서 발견된 묵서명(墨書銘)에 의해 피장자는 유주자사(幽州刺史)를 지냈던 진(鎭)이라는 자이며, 조성연대는 영락(永樂) 18년 즉 408년이라는 것이 밝혀져 주목을 받았다.",751,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-24,https://www.data.go.kr/data/2368992/fileData.do,732,"고분벽화, 고구려, 덕흥리"
2369079,소속단체,동북아역사재단,FILE,동북아역사재단_움느드울-늑대,"흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",772,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-24,https://www.data.go.kr/data/2369079/fileData.do,734,"암각화, 움느드울, 동북아역사재단"
2369134,소속단체,동북아역사재단,FILE,동북아역사재단_세들로비나 1-암면 1,러시아의 하카스코-미누신스크 분지와 투바공화국 내의 바위그림. 우리의 선사 및 고대문화와 직간접적으로 관련이 있는 지역의 바위그림을 통해서 한국 민족문화의 기원을 계통을 파악할 수 있는 주요한 자료이다.,778,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-24,https://www.data.go.kr/data/2369134/fileData.do,743,"암각화, 세들로비나, 동북아역사재단"
2424552,소속단체,동북아역사재단,FILE,동북아역사재단_후흐딘 오보-기호들(후흐딘 오보 2구역 2암면 부분),"중앙아시아라는 보다 넓은 공간속에서 한반도를 비롯한 주변 지역의 선사문화를 조망하고 한국 민족 문화의 계통성을 파악할 수 있는 자료. 암각화는 세계의 모든 지역에서 살필 수 있는 가장 보편적인 선사 및 고대의 문화현상이며, 이 속에서 시대와 민족 그리고 지역의 차이에 따라서 바뀌어온 문화상들을 비교 연구할 수 있다.",743,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-24,https://www.data.go.kr/data/2424552/fileData.do,743,"암각화, 후흐딘 오보, 동북아역사재단"
2591645,소속단체,동북아역사재단,FILE,동북아역사재단_덕흥리 고분벽화-동로동벽1,"덕흥리벽화고분(德興里壁畵古墳)은 평안남도(平安南道) 남포시(南浦市) 강서구역(江西區域) 덕흥동(德興洞 : 구 지명은 평안남도 대안시 덕흥리)에 위치한 고구려 초기 벽화무덤이다. 이 벽화무덤은 묘실(墓室 : 무덤방) 안에서 발견된 묵서명(墨書銘)에 의해 피장자는 유주자사(幽州刺史)를 지냈던 진(鎭)이라는 자이며, 조성연대는 영락(永樂) 18년 즉 408년이라는 것이 밝혀져 주목을 받았다.",697,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-24,https://www.data.go.kr/data/2591645/fileData.do,1036,"고분벽화, 고구려, 덕흥리"
2591660,소속단체,동북아역사재단,FILE,동북아역사재단_덕흥리 고분벽화 - 운문 5,"덕흥리벽화고분(德興里壁畵古墳)은 평안남도(平安南道) 남포시(南浦市) 강서구역(江西區域) 덕흥동(德興洞 : 구 지명은 평안남도 대안시 덕흥리)에 위치한 고구려 초기 벽화무덤이다. 이 벽화무덤은 묘실(墓室 : 무덤방) 안에서 발견된 묵서명(墨書銘)에 의해 피장자는 유주자사(幽州刺史)를 지냈던 진(鎭)이라는 자이며, 조성연대는 영락(永樂) 18년 즉 408년이라는 것이 밝혀져 주목을 받았다.",766,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-24,https://www.data.go.kr/data/2591660/fileData.do,734,"고분벽화, 고구려, 덕흥리"
2591662,소속단체,동북아역사재단,FILE,동북아역사재단_덕흥리 고분벽화 - 그 외 문관들 8,"덕흥리벽화고분(德興里壁畵古墳)은 평안남도(平安南道) 남포시(南浦市) 강서구역(江西區域) 덕흥동(德興洞 : 구 지명은 평안남도 대안시 덕흥리)에 위치한 고구려 초기 벽화무덤이다. 이 벽화무덤은 묘실(墓室 : 무덤방) 안에서 발견된 묵서명(墨書銘)에 의해 피장자는 유주자사(幽州刺史)를 지냈던 진(鎭)이라는 자이며, 조성연대는 영락(永樂) 18년 즉 408년이라는 것이 밝혀져 주목을 받았다.",728,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-24,https://www.data.go.kr/data/2591662/fileData.do,746,"고분벽화, 고구려, 덕흥리"
2591663,소속단체,동북아역사재단,FILE,동북아역사재단_덕흥리 고분벽화 - 운문문양 5,"덕흥리벽화고분(德興里壁畵古墳)은 평안남도(平安南道) 남포시(南浦市) 강서구역(江西區域) 덕흥동(德興洞 : 구 지명은 평안남도 대안시 덕흥리)에 위치한 고구려 초기 벽화무덤이다. 이 벽화무덤은 묘실(墓室 : 무덤방) 안에서 발견된 묵서명(墨書銘)에 의해 피장자는 유주자사(幽州刺史)를 지냈던 진(鎭)이라는 자이며, 조성연대는 영락(永樂) 18년 즉 408년이라는 것이 밝혀져 주목을 받았다.",735,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-24,https://www.data.go.kr/data/2591663/fileData.do,761,"고분벽화, 고구려, 덕흥리"
2591665,소속단체,동북아역사재단,FILE,동북아역사재단_덕흥리 고분벽화 - 천정의 운문 2,"덕흥리벽화고분(德興里壁畵古墳)은 평안남도(平安南道) 남포시(南浦市) 강서구역(江西區域) 덕흥동(德興洞 : 구 지명은 평안남도 대안시 덕흥리)에 위치한 고구려 초기 벽화무덤이다. 이 벽화무덤은 묘실(墓室 : 무덤방) 안에서 발견된 묵서명(墨書銘)에 의해 피장자는 유주자사(幽州刺史)를 지냈던 진(鎭)이라는 자이며, 조성연대는 영락(永樂) 18년 즉 408년이라는 것이 밝혀져 주목을 받았다.",709,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-24,https://www.data.go.kr/data/2591665/fileData.do,730,"고분벽화, 고구려, 덕흥리"
2591730,소속단체,동북아역사재단,FILE,동북아역사재단_덕흥리 고분벽화 - 칠보공양행사(七寶供養行事),"덕흥리벽화고분(德興里壁畵古墳)은 평안남도(平安南道) 남포시(南浦市) 강서구역(江西區域) 덕흥동(德興洞 : 구 지명은 평안남도 대안시 덕흥리)에 위치한 고구려 초기 벽화무덤이다. 이 벽화무덤은 묘실(墓室 : 무덤방) 안에서 발견된 묵서명(墨書銘)에 의해 피장자는 유주자사(幽州刺史)를 지냈던 진(鎭)이라는 자이며, 조성연대는 영락(永樂) 18년 즉 408년이라는 것이 밝혀져 주목을 받았다.",622,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-24,https://www.data.go.kr/data/2591730/fileData.do,742,"고분벽화, 고구려, 덕흥리"
2591731,소속단체,동북아역사재단,FILE,동북아역사재단_덕흥리 고분벽화 - 만세(萬歲),"덕흥리벽화고분(德興里壁畵古墳)은 평안남도(平安南道) 남포시(南浦市) 강서구역(江西區域) 덕흥동(德興洞 : 구 지명은 평안남도 대안시 덕흥리)에 위치한 고구려 초기 벽화무덤이다. 이 벽화무덤은 묘실(墓室 : 무덤방) 안에서 발견된 묵서명(墨書銘)에 의해 피장자는 유주자사(幽州刺史)를 지냈던 진(鎭)이라는 자이며, 조성연대는 영락(永樂) 18년 즉 408년이라는 것이 밝혀져 주목을 받았다.",637,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-24,https://www.data.go.kr/data/2591731/fileData.do,727,"고분벽화, 고구려, 덕흥리"
2591747,소속단체,동북아역사재단,FILE,동북아역사재단_덕흥리 고분벽화 - 들보 문양 8,"덕흥리벽화고분(德興里壁畵古墳)은 평안남도(平安南道) 남포시(南浦市) 강서구역(江西區域) 덕흥동(德興洞 : 구 지명은 평안남도 대안시 덕흥리)에 위치한 고구려 초기 벽화무덤이다. 이 벽화무덤은 묘실(墓室 : 무덤방) 안에서 발견된 묵서명(墨書銘)에 의해 피장자는 유주자사(幽州刺史)를 지냈던 진(鎭)이라는 자이며, 조성연대는 영락(永樂) 18년 즉 408년이라는 것이 밝혀져 주목을 받았다.",715,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-24,https://www.data.go.kr/data/2591747/fileData.do,742,"고분벽화, 고구려, 덕흥리"
2591750,소속단체,동북아역사재단,FILE,동북아역사재단_샬라볼리노-암면 3,러시아의 하카스코-미누신스크 분지와 투바공화국 내의 바위그림. 우리의 선사 및 고대문화와 직간접적으로 관련이 있는 지역의 바위그림을 통해서 한국 민족문화의 기원을 계통을 파악할 수 있는 주요한 자료이다.,771,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-24,https://www.data.go.kr/data/2591750/fileData.do,746,"암각화, 샬라볼리노, 동북아역사재단"
2591772,소속단체,동북아역사재단,FILE,동북아역사재단_하난하드-사람과 산양2,"흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",660,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-24,https://www.data.go.kr/data/2591772/fileData.do,1036,"암각화, 하난하드, 동북아역사재단"
2591792,소속단체,동북아역사재단,FILE,동북아역사재단_강서대묘 - 동남벽의 제3굄돌(옆면의 우측 봉황(鳳凰) 상세도),"강서대묘(江西大墓)는 평안남도(平安南道) 대안시(大安市)에 위치한 고구려 후기 사신도(四神圖) 벽화고분(壁畵古墳) 중의 하나로, 사신도 벽화 가운데 가장 빼어난 솜씨를 자랑하는 고구려 절정기의 벽화고분이다. 무덤의 형태는 먼저 반듯하게 잘 다듬은 화강암(花崗巖) 판석(板石)으로 무덤방을 쌓아 올리고 그 위에 흙을 봉긋하게 덮어 완성한 봉토석실분(封土石室墳)이다. 흙으로 이루어진 봉분(封墳)은 직경 51m에 높이 9m로 대형의 규모를 자랑한다.",779,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-24,https://www.data.go.kr/data/2591792/fileData.do,737,"고분벽화, 고구려, 강서대묘"
2591793,소속단체,동북아역사재단,FILE,동북아역사재단_강서대묘 - 서북벽의 제3굄돌(옆면),"강서대묘(江西大墓)는 평안남도(平安南道) 대안시(大安市)에 위치한 고구려 후기 사신도(四神圖) 벽화고분(壁畵古墳) 중의 하나로, 사신도 벽화 가운데 가장 빼어난 솜씨를 자랑하는 고구려 절정기의 벽화고분이다. 무덤의 형태는 먼저 반듯하게 잘 다듬은 화강암(花崗巖) 판석(板石)으로 무덤방을 쌓아 올리고 그 위에 흙을 봉긋하게 덮어 완성한 봉토석실분(封土石室墳)이다. 흙으로 이루어진 봉분(封墳)은 직경 51m에 높이 9m로 대형의 규모를 자랑한다.",713,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-24,https://www.data.go.kr/data/2591793/fileData.do,736,"고분벽화, 고구려, 강서대묘"
2591813,소속단체,동북아역사재단,FILE,동북아역사재단_덕흥리 고분벽화 - 사냥꾼 02,"덕흥리벽화고분(德興里壁畵古墳)은 평안남도(平安南道) 남포시(南浦市) 강서구역(江西區域) 덕흥동(德興洞 : 구 지명은 평안남도 대안시 덕흥리)에 위치한 고구려 초기 벽화무덤이다. 이 벽화무덤은 묘실(墓室 : 무덤방) 안에서 발견된 묵서명(墨書銘)에 의해 피장자는 유주자사(幽州刺史)를 지냈던 진(鎭)이라는 자이며, 조성연대는 영락(永樂) 18년 즉 408년이라는 것이 밝혀져 주목을 받았다.",722,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-24,https://www.data.go.kr/data/2591813/fileData.do,1087,"고분벽화, 고구려, 덕흥리"
2591825,소속단체,동북아역사재단,FILE,동북아역사재단_덕흥리 고분벽화 - 모서리 기둥 2,"덕흥리벽화고분(德興里壁畵古墳)은 평안남도(平安南道) 남포시(南浦市) 강서구역(江西區域) 덕흥동(德興洞 : 구 지명은 평안남도 대안시 덕흥리)에 위치한 고구려 초기 벽화무덤이다. 이 벽화무덤은 묘실(墓室 : 무덤방) 안에서 발견된 묵서명(墨書銘)에 의해 피장자는 유주자사(幽州刺史)를 지냈던 진(鎭)이라는 자이며, 조성연대는 영락(永樂) 18년 즉 408년이라는 것이 밝혀져 주목을 받았다.",597,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-24,https://www.data.go.kr/data/2591825/fileData.do,728,"고분벽화, 고구려, 덕흥리"
2591826,소속단체,동북아역사재단,FILE,동북아역사재단_하난하드-하난하드 암각화 유적지 전경,"흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",845,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-24,https://www.data.go.kr/data/2591826/fileData.do,741,"암각화, 하난하드, 동북아역사재단"
2591841,소속단체,동북아역사재단,FILE,동북아역사재단_하난하드-으블즈(겨울집),"흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",613,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-24,https://www.data.go.kr/data/2591841/fileData.do,739,"암각화, 하난하드, 동북아역사재단"
2591842,소속단체,동북아역사재단,FILE,동북아역사재단_덕흥리 고분벽화 - 천정의 운문 10,"덕흥리벽화고분(德興里壁畵古墳)은 평안남도(平安南道) 남포시(南浦市) 강서구역(江西區域) 덕흥동(德興洞 : 구 지명은 평안남도 대안시 덕흥리)에 위치한 고구려 초기 벽화무덤이다. 이 벽화무덤은 묘실(墓室 : 무덤방) 안에서 발견된 묵서명(墨書銘)에 의해 피장자는 유주자사(幽州刺史)를 지냈던 진(鎭)이라는 자이며, 조성연대는 영락(永樂) 18년 즉 408년이라는 것이 밝혀져 주목을 받았다.",669,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-24,https://www.data.go.kr/data/2591842/fileData.do,731,"고분벽화, 고구려, 덕흥리"
2647169,소속단체,동북아역사재단,FILE,동북아역사재단_샬라볼리노-암면 9의 2,러시아의 하카스코-미누신스크 분지와 투바공화국 내의 바위그림. 우리의 선사 및 고대문화와 직간접적으로 관련이 있는 지역의 바위그림을 통해서 한국 민족문화의 기원을 계통을 파악할 수 있는 주요한 자료이다.,667,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-24,https://www.data.go.kr/data/2647169/fileData.do,735,"암각화, 샬라볼리노, 동북아역사재단"
2647170,소속단체,동북아역사재단,FILE,동북아역사재단_하난하드 - 산양 2-3,"흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",720,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-24,https://www.data.go.kr/data/2647170/fileData.do,1074,"암각화, 하난하드, 동북아역사재단"
2647171,소속단체,동북아역사재단,FILE,동북아역사재단_하난하드-마차와 동물,"흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",754,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-24,https://www.data.go.kr/data/2647171/fileData.do,743,"암각화, 하난하드, 동북아역사재단"
2647172,소속단체,동북아역사재단,FILE,동북아역사재단_사프로노보 무덤군-제3쿠르간의 둘레돌 4,러시아의 하카스코-미누신스크 분지와 투바공화국 내의 바위그림. 우리의 선사 및 고대문화와 직간접적으로 관련이 있는 지역의 바위그림을 통해서 한국 민족문화의 기원을 계통을 파악할 수 있는 주요한 자료이다.,696,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-24,https://www.data.go.kr/data/2647172/fileData.do,737,"암각화, 사프로노보 무덤군, 동북아역사재단"
2647173,소속단체,동북아역사재단,FILE,동북아역사재단_니즈냐야 바자-둘레돌 4,러시아의 하카스코-미누신스크 분지와 투바공화국 내의 바위그림. 우리의 선사 및 고대문화와 직간접적으로 관련이 있는 지역의 바위그림을 통해서 한국 민족문화의 기원을 계통을 파악할 수 있는 주요한 자료이다.,707,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-24,https://www.data.go.kr/data/2647173/fileData.do,739,"암각화, 니즈냐야 바자, 동북아역사재단"
2647174,소속단체,동북아역사재단,FILE,동북아역사재단_하난하드-산양과 늑대 3,"흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",792,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-24,https://www.data.go.kr/data/2647174/fileData.do,1073,"암각화, 하난하드, 동북아역사재단"
2647176,소속단체,동북아역사재단,FILE,동북아역사재단_도게 바르이-뒷부분,러시아의 하카스코-미누신스크 분지와 투바공화국 내의 바위그림. 우리의 선사 및 고대문화와 직간접적으로 관련이 있는 지역의 바위그림을 통해서 한국 민족문화의 기원을 계통을 파악할 수 있는 주요한 자료이다.,550,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-24,https://www.data.go.kr/data/2647176/fileData.do,742,"암각화, 도게 바르이, 동북아역사재단"
2647177,소속단체,동북아역사재단,FILE,동북아역사재단_덕흥리 고분벽화 - 인물 02,"덕흥리벽화고분(德興里壁畵古墳)은 평안남도(平安南道) 남포시(南浦市) 강서구역(江西區域) 덕흥동(德興洞 : 구 지명은 평안남도 대안시 덕흥리)에 위치한 고구려 초기 벽화무덤이다. 이 벽화무덤은 묘실(墓室 : 무덤방) 안에서 발견된 묵서명(墨書銘)에 의해 피장자는 유주자사(幽州刺史)를 지냈던 진(鎭)이라는 자이며, 조성연대는 영락(永樂) 18년 즉 408년이라는 것이 밝혀져 주목을 받았다.",773,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-24,https://www.data.go.kr/data/2647177/fileData.do,737,"고분벽화, 고구려, 덕흥리"
2647178,소속단체,동북아역사재단,FILE,동북아역사재단_덕흥리 고분벽화 - 인물 03,"덕흥리벽화고분(德興里壁畵古墳)은 평안남도(平安南道) 남포시(南浦市) 강서구역(江西區域) 덕흥동(德興洞 : 구 지명은 평안남도 대안시 덕흥리)에 위치한 고구려 초기 벽화무덤이다. 이 벽화무덤은 묘실(墓室 : 무덤방) 안에서 발견된 묵서명(墨書銘)에 의해 피장자는 유주자사(幽州刺史)를 지냈던 진(鎭)이라는 자이며, 조성연대는 영락(永樂) 18년 즉 408년이라는 것이 밝혀져 주목을 받았다.",629,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-24,https://www.data.go.kr/data/2647178/fileData.do,854,"고분벽화, 고구려, 덕흥리"
2647179,소속단체,동북아역사재단,FILE,동북아역사재단_예니세이 강변의 비지그티크 하야-암면 1의 부분 2,러시아의 하카스코-미누신스크 분지와 투바공화국 내의 바위그림. 우리의 선사 및 고대문화와 직간접적으로 관련이 있는 지역의 바위그림을 통해서 한국 민족문화의 기원을 계통을 파악할 수 있는 주요한 자료이다.,681,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-24,https://www.data.go.kr/data/2647179/fileData.do,738,"암각화, 비지그티크 하야, 동북아역사재단"
2647203,소속단체,동북아역사재단,FILE,동북아역사재단_차츠인 에레크의 사슴돌-석인상,"흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",506,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-21,https://www.data.go.kr/data/2647203/fileData.do,709,"암각화, 차츠인 에레크, 동북아역사재단"
2647213,소속단체,동북아역사재단,FILE,동북아역사재단_덕흥리 고분벽화 - 동물,"덕흥리벽화고분(德興里壁畵古墳)은 평안남도(平安南道) 남포시(南浦市) 강서구역(江西區域) 덕흥동(德興洞 : 구 지명은 평안남도 대안시 덕흥리)에 위치한 고구려 초기 벽화무덤이다. 이 벽화무덤은 묘실(墓室 : 무덤방) 안에서 발견된 묵서명(墨書銘)에 의해 피장자는 유주자사(幽州刺史)를 지냈던 진(鎭)이라는 자이며, 조성연대는 영락(永樂) 18년 즉 408년이라는 것이 밝혀져 주목을 받았다.",782,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-21,https://www.data.go.kr/data/2647213/fileData.do,712,"고분벽화, 고구려, 덕흥리"
2647214,소속단체,동북아역사재단,FILE,동북아역사재단_덕흥리 고분벽화 - 월상(月像),"덕흥리벽화고분(德興里壁畵古墳)은 평안남도(平安南道) 남포시(南浦市) 강서구역(江西區域) 덕흥동(德興洞 : 구 지명은 평안남도 대안시 덕흥리)에 위치한 고구려 초기 벽화무덤이다. 이 벽화무덤은 묘실(墓室 : 무덤방) 안에서 발견된 묵서명(墨書銘)에 의해 피장자는 유주자사(幽州刺史)를 지냈던 진(鎭)이라는 자이며, 조성연대는 영락(永樂) 18년 즉 408년이라는 것이 밝혀져 주목을 받았다.",572,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-21,https://www.data.go.kr/data/2647214/fileData.do,710,"고분벽화, 고구려, 덕흥리"
2647215,소속단체,동북아역사재단,FILE,동북아역사재단_쉬쉬카-사람들,러시아의 하카스코-미누신스크 분지와 투바공화국 내의 바위그림. 우리의 선사 및 고대문화와 직간접적으로 관련이 있는 지역의 바위그림을 통해서 한국 민족문화의 기원을 계통을 파악할 수 있는 주요한 자료이다.,730,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-21,https://www.data.go.kr/data/2647215/fileData.do,714,"암각화, 쉬쉬카, 동북아역사재단"
2647216,소속단체,동북아역사재단,FILE,동북아역사재단_후렝 우주르 하단 올-사람(후렝 우주르 하단 올 13구역 13암면 부분),"중앙아시아라는 보다 넓은 공간속에서 한반도를 비롯한 주변 지역의 선사문화를 조망하고 한국 민족 문화의 계통성을 파악할 수 있는 자료. 암각화는 세계의 모든 지역에서 살필 수 있는 가장 보편적인 선사 및 고대의 문화현상이며, 이 속에서 시대와 민족 그리고 지역의 차이에 따라서 바뀌어온 문화상들을 비교 연구할 수 있다.",636,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-21,https://www.data.go.kr/data/2647216/fileData.do,703,"암각화, 후렝 우주르 하단 올, 동북아역사재단"
2647217,소속단체,동북아역사재단,FILE,동북아역사재단_쉬쉬카-말 5,러시아의 하카스코-미누신스크 분지와 투바공화국 내의 바위그림. 우리의 선사 및 고대문화와 직간접적으로 관련이 있는 지역의 바위그림을 통해서 한국 민족문화의 기원을 계통을 파악할 수 있는 주요한 자료이다.,706,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-21,https://www.data.go.kr/data/2647217/fileData.do,993,"암각화, 쉬쉬카, 동북아역사재단"
2647235,소속단체,동북아역사재단,FILE,동북아역사재단_덕흥리 고분벽화 - 개마무사 6,"덕흥리벽화고분(德興里壁畵古墳)은 평안남도(平安南道) 남포시(南浦市) 강서구역(江西區域) 덕흥동(德興洞 : 구 지명은 평안남도 대안시 덕흥리)에 위치한 고구려 초기 벽화무덤이다. 이 벽화무덤은 묘실(墓室 : 무덤방) 안에서 발견된 묵서명(墨書銘)에 의해 피장자는 유주자사(幽州刺史)를 지냈던 진(鎭)이라는 자이며, 조성연대는 영락(永樂) 18년 즉 408년이라는 것이 밝혀져 주목을 받았다.",501,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-21,https://www.data.go.kr/data/2647235/fileData.do,703,"고분벽화, 고구려, 덕흥리"
2647236,소속단체,동북아역사재단,FILE,동북아역사재단_덕흥리 고분벽화 - 검수,"덕흥리벽화고분(德興里壁畵古墳)은 평안남도(平安南道) 남포시(南浦市) 강서구역(江西區域) 덕흥동(德興洞 : 구 지명은 평안남도 대안시 덕흥리)에 위치한 고구려 초기 벽화무덤이다. 이 벽화무덤은 묘실(墓室 : 무덤방) 안에서 발견된 묵서명(墨書銘)에 의해 피장자는 유주자사(幽州刺史)를 지냈던 진(鎭)이라는 자이며, 조성연대는 영락(永樂) 18년 즉 408년이라는 것이 밝혀져 주목을 받았다.",754,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-21,https://www.data.go.kr/data/2647236/fileData.do,705,"고분벽화, 고구려, 덕흥리"
2647237,소속단체,동북아역사재단,FILE,동북아역사재단_덕흥리 고분벽화 - 우차와 시녀,"덕흥리벽화고분(德興里壁畵古墳)은 평안남도(平安南道) 남포시(南浦市) 강서구역(江西區域) 덕흥동(德興洞 : 구 지명은 평안남도 대안시 덕흥리)에 위치한 고구려 초기 벽화무덤이다. 이 벽화무덤은 묘실(墓室 : 무덤방) 안에서 발견된 묵서명(墨書銘)에 의해 피장자는 유주자사(幽州刺史)를 지냈던 진(鎭)이라는 자이며, 조성연대는 영락(永樂) 18년 즉 408년이라는 것이 밝혀져 주목을 받았다.",712,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-21,https://www.data.go.kr/data/2647237/fileData.do,779,"고분벽화, 고구려, 덕흥리"
2647239,소속단체,동북아역사재단,FILE,동북아역사재단_덕흥리 고분벽화 - 사냥꾼 02,"덕흥리벽화고분(德興里壁畵古墳)은 평안남도(平安南道) 남포시(南浦市) 강서구역(江西區域) 덕흥동(德興洞 : 구 지명은 평안남도 대안시 덕흥리)에 위치한 고구려 초기 벽화무덤이다. 이 벽화무덤은 묘실(墓室 : 무덤방) 안에서 발견된 묵서명(墨書銘)에 의해 피장자는 유주자사(幽州刺史)를 지냈던 진(鎭)이라는 자이며, 조성연대는 영락(永樂) 18년 즉 408년이라는 것이 밝혀져 주목을 받았다.",695,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-12-21,https://www.data.go.kr/data/2647239/fileData.do,977,"고분벽화, 고구려, 덕흥리"
