목록키,기관구분,기관명,목록유형,목록명,목록설명,조회수,분류체계,기관코드,국가중점여부,표준데이터여부,목록 등록일,목록 수정일,목록 URL,다운로드_활용건수,키워드
2257866,소속단체,동북아역사재단,FILE,동북아역사재단_하노이-사슴 돌 3(하노이 사슴 돌 유적지 4구역),"중앙아시아라는 보다 넓은 공간속에서 한반도를 비롯한 주변 지역의 선사문화를 조망하고 한국 민족 문화의 계통성을 파악할 수 있는 자료. 암각화는 세계의 모든 지역에서 살필 수 있는 가장 보편적인 선사 및 고대의 문화현상이며, 이 속에서 시대와 민족 그리고 지역의 차이에 따라서 바뀌어온 문화상들을 비교 연구할 수 있다.",652,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-05,https://www.data.go.kr/data/2257866/fileData.do,711,"암각화, 하노이, 동북아역사재단"
2257867,소속단체,동북아역사재단,FILE,동북아역사재단_세들로비나 1-암면 2의 1 부분 4,러시아의 하카스코-미누신스크 분지와 투바공화국 내의 바위그림. 우리의 선사 및 고대문화와 직간접적으로 관련이 있는 지역의 바위그림을 통해서 한국 민족문화의 기원을 계통을 파악할 수 있는 주요한 자료이다.,518,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-05,https://www.data.go.kr/data/2257867/fileData.do,698,"암각화, 세들로비나, 동북아역사재단"
2257887,소속단체,동북아역사재단,FILE,동북아역사재단_발샤야 바야르스카야 피사니차-사람들,러시아의 하카스코-미누신스크 분지와 투바공화국 내의 바위그림. 우리의 선사 및 고대문화와 직간접적으로 관련이 있는 지역의 바위그림을 통해서 한국 민족문화의 기원을 계통을 파악할 수 있는 주요한 자료이다.,747,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-05,https://www.data.go.kr/data/2257887/fileData.do,710,"암각화, 발샤야 바야르스카야 피사니차, 동북아역사재단"
2257888,소속단체,동북아역사재단,FILE,동북아역사재단_하르 톨고이 보츠-하르 톨고이 보츠의 암면들 2,"흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",539,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-05,https://www.data.go.kr/data/2257888/fileData.do,699,"암각화, 하르 톨고이 보츠, 동북아역사재단"
2257889,소속단체,동북아역사재단,FILE,동북아역사재단_쉬쉬카-말 4,러시아의 하카스코-미누신스크 분지와 투바공화국 내의 바위그림. 우리의 선사 및 고대문화와 직간접적으로 관련이 있는 지역의 바위그림을 통해서 한국 민족문화의 기원을 계통을 파악할 수 있는 주요한 자료이다.,744,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-05,https://www.data.go.kr/data/2257889/fileData.do,695,"암각화, 쉬쉬카, 동북아역사재단"
2257890,소속단체,동북아역사재단,FILE,동북아역사재단_덕흥리 고분벽화 - 막부(幕府) 관리(官吏) 8,"덕흥리벽화고분(德興里壁畵古墳)은 평안남도(平安南道) 남포시(南浦市) 강서구역(江西區域) 덕흥동(德興洞 : 구 지명은 평안남도 대안시 덕흥리)에 위치한 고구려 초기 벽화무덤이다. 이 벽화무덤은 묘실(墓室 : 무덤방) 안에서 발견된 묵서명(墨書銘)에 의해 피장자는 유주자사(幽州刺史)를 지냈던 진(鎭)이라는 자이며, 조성연대는 영락(永樂) 18년 즉 408년이라는 것이 밝혀져 주목을 받았다.",641,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-05,https://www.data.go.kr/data/2257890/fileData.do,710,"고분벽화, 고구려, 덕흥리"
2257900,소속단체,동북아역사재단,FILE,동북아역사재단_스인 츄레크-암면 1,러시아의 하카스코-미누신스크 분지와 투바공화국 내의 바위그림. 우리의 선사 및 고대문화와 직간접적으로 관련이 있는 지역의 바위그림을 통해서 한국 민족문화의 기원을 계통을 파악할 수 있는 주요한 자료이다.,677,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-05,https://www.data.go.kr/data/2257900/fileData.do,713,"암각화, 스인 츄레크, 동북아역사재단"
2257901,소속단체,동북아역사재단,FILE,동북아역사재단_하난하드-부분(소),"흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",702,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-05,https://www.data.go.kr/data/2257901/fileData.do,703,"암각화, 하난하드, 동북아역사재단"
2257903,소속단체,동북아역사재단,FILE,동북아역사재단_하르 오갈즈-사슴(90×73cm),"흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",1017,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-05,https://www.data.go.kr/data/2257903/fileData.do,705,"암각화, 하르 오갈즈, 동북아역사재단"
2257904,소속단체,동북아역사재단,FILE,동북아역사재단_후렝 우주르 하단 올-사슴과 포수(후렝 우주르 하단 올 12구역 4암면),"중앙아시아라는 보다 넓은 공간속에서 한반도를 비롯한 주변 지역의 선사문화를 조망하고 한국 민족 문화의 계통성을 파악할 수 있는 자료. 암각화는 세계의 모든 지역에서 살필 수 있는 가장 보편적인 선사 및 고대의 문화현상이며, 이 속에서 시대와 민족 그리고 지역의 차이에 따라서 바뀌어온 문화상들을 비교 연구할 수 있다.",634,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-05,https://www.data.go.kr/data/2257904/fileData.do,702,"암각화, 후렝 우주르 하단 올, 동북아역사재단"
2257905,소속단체,동북아역사재단,FILE,동북아역사재단_덕흥리 고분벽화 - 인물 12,"덕흥리벽화고분(德興里壁畵古墳)은 평안남도(平安南道) 남포시(南浦市) 강서구역(江西區域) 덕흥동(德興洞 : 구 지명은 평안남도 대안시 덕흥리)에 위치한 고구려 초기 벽화무덤이다. 이 벽화무덤은 묘실(墓室 : 무덤방) 안에서 발견된 묵서명(墨書銘)에 의해 피장자는 유주자사(幽州刺史)를 지냈던 진(鎭)이라는 자이며, 조성연대는 영락(永樂) 18년 즉 408년이라는 것이 밝혀져 주목을 받았다.",715,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-05,https://www.data.go.kr/data/2257905/fileData.do,698,"고분벽화, 고구려, 덕흥리"
2257906,소속단체,동북아역사재단,FILE,동북아역사재단_움느드울-마차(청동기 시대),"흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",639,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-05,https://www.data.go.kr/data/2257906/fileData.do,706,"암각화, 움느드울, 동북아역사재단"
2257907,소속단체,동북아역사재단,FILE,동북아역사재단_차츠인 에레크의 암각화-사슴 1,"흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",575,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-05,https://www.data.go.kr/data/2257907/fileData.do,987,"암각화, 차츠인 에레크, 동북아역사재단"
2257925,소속단체,동북아역사재단,FILE,동북아역사재단_하노이-사슴 돌 8(하노이 사슴 돌 유적지 2구역),"중앙아시아라는 보다 넓은 공간속에서 한반도를 비롯한 주변 지역의 선사문화를 조망하고 한국 민족 문화의 계통성을 파악할 수 있는 자료. 암각화는 세계의 모든 지역에서 살필 수 있는 가장 보편적인 선사 및 고대의 문화현상이며, 이 속에서 시대와 민족 그리고 지역의 차이에 따라서 바뀌어온 문화상들을 비교 연구할 수 있다.",666,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-05,https://www.data.go.kr/data/2257925/fileData.do,703,"암각화, 하노이, 동북아역사재단"
2257926,소속단체,동북아역사재단,FILE,동북아역사재단_하노이-사슴 돌 1(하노이 사슴 돌 유적지 3구역),"중앙아시아라는 보다 넓은 공간속에서 한반도를 비롯한 주변 지역의 선사문화를 조망하고 한국 민족 문화의 계통성을 파악할 수 있는 자료. 암각화는 세계의 모든 지역에서 살필 수 있는 가장 보편적인 선사 및 고대의 문화현상이며, 이 속에서 시대와 민족 그리고 지역의 차이에 따라서 바뀌어온 문화상들을 비교 연구할 수 있다.",648,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-05,https://www.data.go.kr/data/2257926/fileData.do,691,"암각화, 하노이, 동북아역사재단"
2257823,소속단체,동북아역사재단,FILE,동북아역사재단_덕흥리 고분벽화 - 문양 2-1,"덕흥리벽화고분(德興里壁畵古墳)은 평안남도(平安南道) 남포시(南浦市) 강서구역(江西區域) 덕흥동(德興洞 : 구 지명은 평안남도 대안시 덕흥리)에 위치한 고구려 초기 벽화무덤이다. 이 벽화무덤은 묘실(墓室 : 무덤방) 안에서 발견된 묵서명(墨書銘)에 의해 피장자는 유주자사(幽州刺史)를 지냈던 진(鎭)이라는 자이며, 조성연대는 영락(永樂) 18년 즉 408년이라는 것이 밝혀져 주목을 받았다.",689,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-04,https://www.data.go.kr/data/2257823/fileData.do,665,"고분벽화, 고구려, 덕흥리"
2257824,소속단체,동북아역사재단,FILE,동북아역사재단_알라가-다양한 동물 현상이 있는 앞면,러시아의 하카스코-미누신스크 분지와 투바공화국 내의 바위그림. 우리의 선사 및 고대문화와 직간접적으로 관련이 있는 지역의 바위그림을 통해서 한국 민족문화의 기원을 계통을 파악할 수 있는 주요한 자료이다.,547,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-04,https://www.data.go.kr/data/2257824/fileData.do,701,"암각화, 알라가, 동북아역사재단"
2257825,소속단체,동북아역사재단,FILE,동북아역사재단_알라가-알라가 1의 부분,러시아의 하카스코-미누신스크 분지와 투바공화국 내의 바위그림. 우리의 선사 및 고대문화와 직간접적으로 관련이 있는 지역의 바위그림을 통해서 한국 민족문화의 기원을 계통을 파악할 수 있는 주요한 자료이다.,664,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-04,https://www.data.go.kr/data/2257825/fileData.do,699,"암각화, 알라가, 동북아역사재단"
2257826,소속단체,동북아역사재단,FILE,"동북아역사재단_움느드울-마차, 사람 그리고 동물","흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",690,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-04,https://www.data.go.kr/data/2257826/fileData.do,715,"암각화, 움느드울, 동북아역사재단"
2257833,소속단체,동북아역사재단,FILE,동북아역사재단_노곤 혼드-사냥꾼과 동물들,"흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",711,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-04,https://www.data.go.kr/data/2257833/fileData.do,732,"암각화, 노곤 혼드, 동북아역사재단"
2257834,소속단체,동북아역사재단,FILE,동북아역사재단_덕흥리 고분벽화 - 운문문양 14,"덕흥리벽화고분(德興里壁畵古墳)은 평안남도(平安南道) 남포시(南浦市) 강서구역(江西區域) 덕흥동(德興洞 : 구 지명은 평안남도 대안시 덕흥리)에 위치한 고구려 초기 벽화무덤이다. 이 벽화무덤은 묘실(墓室 : 무덤방) 안에서 발견된 묵서명(墨書銘)에 의해 피장자는 유주자사(幽州刺史)를 지냈던 진(鎭)이라는 자이며, 조성연대는 영락(永樂) 18년 즉 408년이라는 것이 밝혀져 주목을 받았다.",560,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-04,https://www.data.go.kr/data/2257834/fileData.do,699,"고분벽화, 고구려, 덕흥리"
2257835,소속단체,동북아역사재단,FILE,동북아역사재단_이쉬깅 톨고이-멧돼지,"흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",544,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-04,https://www.data.go.kr/data/2257835/fileData.do,32,"암각화, 이쉬깅 톨고이, 동북아역사재단"
2257836,소속단체,동북아역사재단,FILE,동북아역사재단_강서대묘 - 서벽의 제4굄돌(옆면의 봉황(鳳凰) 상세도),"강서대묘(江西大墓)는 평안남도(平安南道) 대안시(大安市)에 위치한 고구려 후기 사신도(四神圖) 벽화고분(壁畵古墳) 중의 하나로, 사신도 벽화 가운데 가장 빼어난 솜씨를 자랑하는 고구려 절정기의 벽화고분이다. 무덤의 형태는 먼저 반듯하게 잘 다듬은 화강암(花崗巖) 판석(板石)으로 무덤방을 쌓아 올리고 그 위에 흙을 봉긋하게 덮어 완성한 봉토석실분(封土石室墳)이다. 흙으로 이루어진 봉분(封墳)은 직경 51m에 높이 9m로 대형의 규모를 자랑한다.",689,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-04,https://www.data.go.kr/data/2257836/fileData.do,722,"고분벽화, 고구려, 강서대묘"
2257849,소속단체,동북아역사재단,FILE,동북아역사재단_덕흥리 고분벽화 - 운문문양 10,"덕흥리벽화고분(德興里壁畵古墳)은 평안남도(平安南道) 남포시(南浦市) 강서구역(江西區域) 덕흥동(德興洞 : 구 지명은 평안남도 대안시 덕흥리)에 위치한 고구려 초기 벽화무덤이다. 이 벽화무덤은 묘실(墓室 : 무덤방) 안에서 발견된 묵서명(墨書銘)에 의해 피장자는 유주자사(幽州刺史)를 지냈던 진(鎭)이라는 자이며, 조성연대는 영락(永樂) 18년 즉 408년이라는 것이 밝혀져 주목을 받았다.",578,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-04,https://www.data.go.kr/data/2257849/fileData.do,700,"고분벽화, 고구려, 덕흥리"
2257851,소속단체,동북아역사재단,FILE,동북아역사재단_후렝 우주르 하단 올-후렝 우주르 하단 올 5구역 4암면 전경,"중앙아시아라는 보다 넓은 공간속에서 한반도를 비롯한 주변 지역의 선사문화를 조망하고 한국 민족 문화의 계통성을 파악할 수 있는 자료. 암각화는 세계의 모든 지역에서 살필 수 있는 가장 보편적인 선사 및 고대의 문화현상이며, 이 속에서 시대와 민족 그리고 지역의 차이에 따라서 바뀌어온 문화상들을 비교 연구할 수 있다.",655,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-04,https://www.data.go.kr/data/2257851/fileData.do,729,"암각화, 후렝 우주르 하단 올, 동북아역사재단"
2814903,소속단체,동북아역사재단,FILE,동북아역사재단_폴타코프 바위그림 박물관-전경,러시아의 하카스코-미누신스크 분지와 투바공화국 내의 바위그림. 우리의 선사 및 고대문화와 직간접적으로 관련이 있는 지역의 바위그림을 통해서 한국 민족문화의 기원을 계통을 파악할 수 있는 주요한 자료이다.,652,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-04,https://www.data.go.kr/data/2814903/fileData.do,698,"암각화, 폴타코프 바위그림 박물관, 동북아역사재단"
2814904,소속단체,동북아역사재단,FILE,동북아역사재단_폴타코프 바위그림 박물관-산양,러시아의 하카스코-미누신스크 분지와 투바공화국 내의 바위그림. 우리의 선사 및 고대문화와 직간접적으로 관련이 있는 지역의 바위그림을 통해서 한국 민족문화의 기원을 계통을 파악할 수 있는 주요한 자료이다.,644,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-04,https://www.data.go.kr/data/2814904/fileData.do,700,"암각화, 폴타코프 바위그림 박물관, 동북아역사재단"
2814905,소속단체,동북아역사재단,FILE,동북아역사재단_하난하드-산양과 동물,"흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",672,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-04,https://www.data.go.kr/data/2814905/fileData.do,712,"암각화, 하난하드, 동북아역사재단"
2814906,소속단체,동북아역사재단,FILE,동북아역사재단_하난하드-사슴과 산양들,"흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",656,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-04,https://www.data.go.kr/data/2814906/fileData.do,712,"암각화, 하난하드, 동북아역사재단"
2814907,소속단체,동북아역사재단,FILE,동북아역사재단_후렝 우주르 하단 올-산양들(후렝 우주르 하단 올 11구역 10암면 부분),"중앙아시아라는 보다 넓은 공간속에서 한반도를 비롯한 주변 지역의 선사문화를 조망하고 한국 민족 문화의 계통성을 파악할 수 있는 자료. 암각화는 세계의 모든 지역에서 살필 수 있는 가장 보편적인 선사 및 고대의 문화현상이며, 이 속에서 시대와 민족 그리고 지역의 차이에 따라서 바뀌어온 문화상들을 비교 연구할 수 있다.",667,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-04,https://www.data.go.kr/data/2814907/fileData.do,746,"암각화, 후렝 우주르 하단 올, 동북아역사재단"
2814908,소속단체,동북아역사재단,FILE,동북아역사재단_예니세이 강변의 비지그티크 하야-암면 1,러시아의 하카스코-미누신스크 분지와 투바공화국 내의 바위그림. 우리의 선사 및 고대문화와 직간접적으로 관련이 있는 지역의 바위그림을 통해서 한국 민족문화의 기원을 계통을 파악할 수 있는 주요한 자료이다.,614,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-04,https://www.data.go.kr/data/2814908/fileData.do,702,"암각화, 비지그티크 하야, 동북아역사재단"
2814909,소속단체,동북아역사재단,FILE,동북아역사재단_예니세이 강변의 비지그티크 하야-암면 1의 부분 1,러시아의 하카스코-미누신스크 분지와 투바공화국 내의 바위그림. 우리의 선사 및 고대문화와 직간접적으로 관련이 있는 지역의 바위그림을 통해서 한국 민족문화의 기원을 계통을 파악할 수 있는 주요한 자료이다.,635,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-04,https://www.data.go.kr/data/2814909/fileData.do,726,"암각화, 비지그티크 하야, 동북아역사재단"
2814910,소속단체,동북아역사재단,FILE,"동북아역사재단_움느드울-사람, 기마상 그리고 산양","흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",687,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-04,https://www.data.go.kr/data/2814910/fileData.do,702,"암각화, 움느드울, 동북아역사재단"
2814911,소속단체,동북아역사재단,FILE,"동북아역사재단_차츠인 에레크의 암각화-부분, 교미","흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",536,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-04,https://www.data.go.kr/data/2814911/fileData.do,718,"암각화, 차츠인 에레크, 동북아역사재단"
2814922,소속단체,동북아역사재단,FILE,동북아역사재단_노곤 혼드-말,"흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",641,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-04,https://www.data.go.kr/data/2814922/fileData.do,718,"암각화, 노곤 혼드, 동북아역사재단"
2814923,소속단체,동북아역사재단,FILE,동북아역사재단_노곤 혼드 - 부분 5,"흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",481,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-04,https://www.data.go.kr/data/2814923/fileData.do,670,"암각화, 노곤 혼드, 동북아역사재단"
2814925,소속단체,동북아역사재단,FILE,동북아역사재단_하난하드-동물들,"흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",703,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-04,https://www.data.go.kr/data/2814925/fileData.do,988,"암각화, 하난하드, 동북아역사재단"
2814926,소속단체,동북아역사재단,FILE,동북아역사재단_하난하드-산양들3,"흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",479,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-04,https://www.data.go.kr/data/2814926/fileData.do,1079,"암각화, 하난하드, 동북아역사재단"
2814943,소속단체,동북아역사재단,FILE,동북아역사재단_노곤 혼드 - 산양들 1,"흉노, 선비, 유연, 돌궐 등을 거쳐 몽골 제국에 이르기까지 유목민들이 차례로 제국을 건설하면서 주변 지역 문화 발전에 기여한 경험을 간직한 역사의 무대인 몽골고비알타이 지역의 바위그림. 한국 선사 및 고대문화의 계통성을 연구하는 의미 있는 형상들을 채록할 수 있는 주요한 자료이다.",735,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-04,https://www.data.go.kr/data/2814943/fileData.do,987,"암각화, 노곤 혼드, 동북아역사재단"
2814944,소속단체,동북아역사재단,FILE,동북아역사재단_후렝 우주르 하단 올-사냥꾼(후렝 우주르 하단 올 9구역 2암면),"중앙아시아라는 보다 넓은 공간속에서 한반도를 비롯한 주변 지역의 선사문화를 조망하고 한국 민족 문화의 계통성을 파악할 수 있는 자료. 암각화는 세계의 모든 지역에서 살필 수 있는 가장 보편적인 선사 및 고대의 문화현상이며, 이 속에서 시대와 민족 그리고 지역의 차이에 따라서 바뀌어온 문화상들을 비교 연구할 수 있다.",637,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-04,https://www.data.go.kr/data/2814944/fileData.do,700,"암각화, 후렝 우주르 하단 올, 동북아역사재단"
2814946,소속단체,동북아역사재단,FILE,동북아역사재단_후렝 우주르 하단 올-기마상과 소(후렝 우주르 하단 올 10구역 13암면 부분),"중앙아시아라는 보다 넓은 공간속에서 한반도를 비롯한 주변 지역의 선사문화를 조망하고 한국 민족 문화의 계통성을 파악할 수 있는 자료. 암각화는 세계의 모든 지역에서 살필 수 있는 가장 보편적인 선사 및 고대의 문화현상이며, 이 속에서 시대와 민족 그리고 지역의 차이에 따라서 바뀌어온 문화상들을 비교 연구할 수 있다.",610,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-04,https://www.data.go.kr/data/2814946/fileData.do,699,"암각화, 후렝 우주르 하단 올, 동북아역사재단"
2814947,소속단체,동북아역사재단,FILE,동북아역사재단_후렝 우주르 하단 올-기마상과 산양들(후렝 우주르 하단 올 11구역 6암면 부분),"중앙아시아라는 보다 넓은 공간속에서 한반도를 비롯한 주변 지역의 선사문화를 조망하고 한국 민족 문화의 계통성을 파악할 수 있는 자료. 암각화는 세계의 모든 지역에서 살필 수 있는 가장 보편적인 선사 및 고대의 문화현상이며, 이 속에서 시대와 민족 그리고 지역의 차이에 따라서 바뀌어온 문화상들을 비교 연구할 수 있다.",664,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-04,https://www.data.go.kr/data/2814947/fileData.do,695,"암각화, 후렝 우주르 하단 올, 동북아역사재단"
2814949,소속단체,동북아역사재단,FILE,동북아역사재단_후렝 우주르 하단 올- 사슴(후렝 우주르 하단 올5구역 19암면 부분) 1,"중앙아시아라는 보다 넓은 공간속에서 한반도를 비롯한 주변 지역의 선사문화를 조망하고 한국 민족 문화의 계통성을 파악할 수 있는 자료. 암각화는 세계의 모든 지역에서 살필 수 있는 가장 보편적인 선사 및 고대의 문화현상이며, 이 속에서 시대와 민족 그리고 지역의 차이에 따라서 바뀌어온 문화상들을 비교 연구할 수 있다.",643,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-04,https://www.data.go.kr/data/2814949/fileData.do,661,"암각화, 후렝 우주르 하단 올, 동북아역사재단"
2257810,소속단체,동북아역사재단,FILE,동북아역사재단_라샨 하드-말발굽 형상(라샨 하드 3암면 부분),"중앙아시아라는 보다 넓은 공간속에서 한반도를 비롯한 주변 지역의 선사문화를 조망하고 한국 민족 문화의 계통성을 파악할 수 있는 자료. 암각화는 세계의 모든 지역에서 살필 수 있는 가장 보편적인 선사 및 고대의 문화현상이며, 이 속에서 시대와 민족 그리고 지역의 차이에 따라서 바뀌어온 문화상들을 비교 연구할 수 있다.",691,문화체육관광 - 문화재,B551961,N,N,2013-03-26,2020-11-03,https://www.data.go.kr/data/2257810/fileData.do,713,"암각화, 라샨 하드, 동북아역사재단"
