목록키,기관구분,기관명,목록명,목록설명,조회수,분류체계,키워드
15099444,소속단체,한국장학재단,한국장학재단_기부자 혜택,"특례기부금단체 한국장학재단의 기부자(개인, 법인)의 혜택 및 예우에 대한 안내<br/>개인 기부자는 기부금의 100%가 공제되며 법인은 50% 공제됩니다.<br/>기부금액에 따라 한국장학재단 누리집 명예의 전당에 올라갑니다.",996,사회복지 - 취약계층지원,"장학금,기부금,기부자 예우"
